epoch,utterance_lcc,utterance_srcc,utterance_mse,frame_lcc,frame_srcc,frame_mse
1,-0.054060175531897,-0.0697337983832203,2.1229451939887345,-0.06875330541557999,-0.0790661480874042,2.2556764137021705
2,-0.02275510685501387,-0.05030618436647659,1.7808266284740828,-0.00951299440553384,-0.018125082011593883,1.905091211757468
3,-0.06656969375546921,-0.059320388575173216,1.6655658494353685,-0.019420719955777932,-0.018787798774303043,1.7914015475142648
4,0.03769390009712545,0.08570727179749976,1.6282048055526717,0.01046051789059323,0.01756915322692593,1.754282452235498
5,0.15343123563067634,0.17102679763653547,1.6198605510706734,0.02704759283968547,0.02631020155845529,1.7461835589185426
6,0.21829507380482288,0.24017719843087407,1.6119051319415731,0.06127704055546629,0.0664832880749251,1.7329043915175875
7,0.3817561582859301,0.3973779475178959,1.6030857115294956,0.07938515003400182,0.0831394713156778,1.7255382883234915
8,0.38923774186768956,0.38946413550936637,1.595023448476171,0.09792152799865639,0.09804549795762185,1.7191766032590072
9,0.44310767761188696,0.442401537863096,1.5897651953900873,0.112558067787836,0.11241167973389296,1.7140261614001209
10,0.5201753722487495,0.4868014145258739,1.5785079091637126,0.1573028464618701,0.15188001264620396,1.6982082201808586
11,0.4663218795340237,0.4493071105263934,1.5844760593816154,0.1288936863957595,0.12636590836814984,1.7082509158221575
12,0.48942182137699547,0.4661951476567959,1.5762009360057312,0.14723600530715245,0.1430850803193046,1.7015124250139373
13,0.4891211831937713,0.45732797861277674,1.5796133925249596,0.1444000511952615,0.13707406532878902,1.7027488993350182
14,0.5206074825927038,0.4976772736421808,1.5636070887554576,0.18613761975076437,0.18288748229021604,1.6860479609948886
15,0.487586738933574,0.47232082234005385,1.5582665072085888,0.19288788158027348,0.18670194195177064,1.6816127170946387
16,0.5056994668321714,0.5001282549759583,1.5464632276593882,0.2203963820460622,0.21688413511703997,1.6693336356406165
17,0.5128706097690814,0.49227610287519663,1.5375799065424989,0.24037343715395498,0.2307949748051344,1.6594272947751898
18,0.5460203066213576,0.5218005267889481,1.5202142291033172,0.2773933347525442,0.2649281483204066,1.6399674570875662
19,0.5604299576725258,0.5296076197263406,1.5061216199590668,0.29346649224388716,0.28194399277584326,1.629515860831107
20,0.5601694333923487,0.5151210987032353,1.494763748861816,0.30843384099433374,0.29464501165638723,1.6196662334896355
21,0.5820398989800638,0.5501273255710519,1.4819038568352187,0.3334237149634968,0.3176989097976291,1.6047081484685664
