epoch,utterance_lcc,utterance_srcc,utterance_mse,utterance_ktau,system_lcc,system_srcc,system_mse,system_ktau
2,0.16836865021170005,0.1604813030067062,0.30902114693304433,0.10802140177649182,0.13413632114759522,0.1038900477103798,0.30282296799273795,0.07186581133501516
3,0.24677913427439058,0.24838706935070695,0.30162849032294714,0.167647391952293,0.28173563681772085,0.2648271806622739,0.2740744970777478,0.1706516441146169
4,0.2895905599512036,0.2893778151449451,0.2955913485209958,0.19575641899316365,0.24554374564796555,0.2528373496033166,0.30007852449961103,0.1750134042281886
5,0.31932925063624795,0.32158028739626404,0.29082672547242994,0.21805663580427345,0.3503117630514458,0.35110016550818846,0.27636238274911795,0.2485248989141392
6,0.3405479129303649,0.3426497105578417,0.2869975200919639,0.23320560047230698,0.2521212047987912,0.23823237745644962,0.27363069302931836,0.16518592681541944
7,0.3639508182852387,0.36841455305184156,0.2829254158781769,0.25113587443371227,0.32343632280132023,0.2839209409994572,0.2675171641014524,0.1980874764903914
8,0.3775060778712012,0.3777131883991331,0.27929682428738173,0.2576230426137786,0.2687476263617299,0.26836550492603295,0.28297606362476474,0.18503534229349586
9,0.38922241290012016,0.3872588073864193,0.27403884339561757,0.2643116025958465,0.343347051881943,0.3555820003489612,0.2708199983833003,0.2434303007293582
10,0.3259125534661853,0.320410685215115,0.28315511021350614,0.21716439833913495,0.2949317706225202,0.28241116502810654,0.2873206507019929,0.19952394700618498
11,0.38430266448914363,0.37478396414826887,0.2740833300406815,0.2558705068881132,0.44487860573521293,0.43817315051968947,0.2807428422367369,0.3045088849366742
12,0.4086322218997861,0.39728584291665153,0.26667876368838156,0.27209523461783747,0.42170211667765883,0.3910576504920567,0.26971423052160326,0.2692105189233025
13,0.4168239058085286,0.40352294988132625,0.263898403879082,0.27658916647120885,0.45155641109892297,0.45671516375253035,0.24986061545177424,0.32764267356233007
14,0.44333749115437326,0.4270729350536374,0.2551963429446803,0.2935939584805097,0.4096237415211389,0.3786403961727777,0.2463273973521858,0.2658542750226425
15,0.4581127440102274,0.4472330593147721,0.25074500122627813,0.3087523396813976,0.39148862961294645,0.36483248337155016,0.23048936713558787,0.25699055290553524
16,0.46035208266608585,0.4442575851461176,0.2500731704700561,0.30680308575379167,0.4245030031349155,0.4142930736594987,0.2593289282740117,0.28621154666556475
17,0.47896749005125105,0.46638654222392795,0.24380723137582425,0.3228774369863236,0.37524890868561406,0.3764594597614534,0.2717084285872309,0.2555494390512761
18,0.49167684528789235,0.48000645966613864,0.23986221368164698,0.3331151828000297,0.5026797178384729,0.5022050589043086,0.202267798644005,0.3582787587973674
19,0.5141755357929899,0.5005650977963872,0.23260061539015342,0.3487129699441391,0.5102755185486169,0.5156309003860077,0.25250254131712935,0.3674868341033959
20,0.5172210468378041,0.5042736864151985,0.23159298605712034,0.3513165512688446,0.5017359980478003,0.4840119482844144,0.22014432594520078,0.3414649752120984
21,0.5286491028038827,0.5158252405957844,0.22786733346260651,0.3607740904511021,0.43506937797785794,0.4529753040843859,0.26472419548017145,0.3149189612744256
22,0.5521263428518701,0.5389418166679131,0.21967218743858483,0.377817284701844,0.6252450868867833,0.6022396788994948,0.25736299772395915,0.4419912425865095
23,0.5728068726552933,0.5614360038043184,0.21224928242982427,0.395675614846963,0.5329514166303827,0.5376085726470391,0.21614175671879243,0.3776352479324415
24,0.5826614065810869,0.5695499839311768,0.20866010301194524,0.40154530828363555,0.55849529342518,0.48825813422666575,0.18521342354962336,0.35156685972044976
25,0.5983559353142419,0.5871269334355296,0.20292784625548924,0.4161381520038821,0.5310590076300391,0.5039015349729034,0.1845560921575081,0.36088177233961666
26,0.6185142794648801,0.6058903190753387,0.19511131019016972,0.4309182149499156,0.5872862286819934,0.5534129992559621,0.18651799051677603,0.3950854871752923
27,0.6380451779254068,0.6283749895048395,0.18742643110506804,0.44935376263922316,0.5468348022098274,0.530697471111437,0.176890386219439,0.3813521104295915
28,0.6754703618239712,0.6662712316188072,0.17200404051218868,0.48217318005859866,0.6776186186572284,0.6692129245792707,0.20708424871582914,0.48600224133091846
29,0.6829302694310665,0.6745227520902234,0.1687373243361436,0.48903554223047574,0.676654315892207,0.6301142814100414,0.17973506276984183,0.4680080876227655
30,0.7119042907583587,0.704622026444212,0.15597133457329077,0.5154785590631025,0.7295433175319332,0.7280469773973423,0.15158515466051897,0.5360356437096515
31,0.7396912050676537,0.7342552650349865,0.14337701923363164,0.5438640051303102,0.7455199392939751,0.7376221121419868,0.1315307613368007,0.5583167586381262
32,0.7553425678903187,0.749686754775859,0.1358911553154204,0.5586870348132211,0.7983282616386241,0.7904857938336296,0.12233425174654528,0.6061871291967084
33,0.7739932671928289,0.7716758309654252,0.1269636952859328,0.5792633601976204,0.7759169375639489,0.7524465241727725,0.11955295426211592,0.5776002955409757
34,0.7977151759724196,0.7952611455682987,0.11521120724087644,0.6047929436155705,0.7995367069564504,0.7703117971003226,0.11725226304192844,0.5959693267463272
35,0.8220571068033281,0.8212380084109585,0.10273242227273963,0.6331336501208962,0.8139908469556791,0.810341426564405,0.09276523889404928,0.6276346106974097
36,0.8446890741547134,0.8461557515166117,0.09092182827967342,0.6621453443521179,0.8763061032187609,0.8788967063547963,0.08216637753826965,0.710668790798939
37,0.8525118791395393,0.8545133288898775,0.08668581016875965,0.6710069097547637,0.8162970851413555,0.8014486557155887,0.0838896663646533,0.6355172120322509
38,0.873378569701395,0.8772310529569679,0.0752741542429653,0.7002789737550258,0.8857150053356653,0.8882579259424088,0.08258554315785495,0.7217524547793159
39,0.8854994584272775,0.8895306207430402,0.06865224726826911,0.7158910815614334,0.8902009652863826,0.8858543970226347,0.06792713403378443,0.7288756464535171
40,0.9037558480668026,0.9096816183478563,0.058334934751997754,0.744965964695699,0.9162871438500921,0.9122825348437315,0.05808703348241362,0.7666870051682496
41,0.9148129261459489,0.9210084643452623,0.05193347944911728,0.7617311944880814,0.9083900823801263,0.9150535095663368,0.05399388873280254,0.7635446969507576
42,0.9235949690073094,0.9290163915326944,0.04677512717184851,0.7739798106081045,0.9024586858801633,0.9027815887348835,0.04797074341960541,0.7523344871349772
43,0.9238418264263406,0.9289715968075027,0.04664742632552227,0.7733820975509493,0.9216569320986874,0.9164373652353117,0.04313859186415739,0.7681076453529019
44,0.9395522975162908,0.9457998626376651,0.03742401958839722,0.8040095147240173,0.9343887084448109,0.9373365915129133,0.0377545540903883,0.8054361915082726
45,0.9489111661243099,0.9544878847119972,0.031808516366619584,0.8217157329162321,0.9566946899984877,0.9555587798054925,0.026973583840622473,0.8321150307604
46,0.9554862440204874,0.9604749903495783,0.027860822540363414,0.833988625526334,0.9563285352307428,0.9546095799559097,0.02582536506087302,0.8326484942840208
47,0.9605454786913931,0.9644443926596982,0.024750041745928097,0.8437912070958287,0.9578675207236282,0.9571594253935546,0.02655809619162984,0.8373926206346597
48,0.965521519816833,0.9694515112247041,0.021686575772140167,0.855118538271567,0.962364023758309,0.9648003932499705,0.024189241574360726,0.8546140162100733
49,0.9684467122368432,0.9713818884711314,0.019879084147746407,0.8599357878969197,0.9652858708259562,0.9575386612432228,0.021337989121708582,0.8423938111610404
50,0.9703493361683552,0.9725381588883891,0.01869963737218103,0.8630408523686512,0.9727134947265526,0.9691233647224767,0.018218702293902097,0.8686709628861017
